DRUG	ENTREZ	NAME	DESC
lisinopril	189	AGXT	alanine-glyoxylate aminotransferase (oxalosis I; hyperoxaluria I; glycolicaciduria; serine-pyruvate aminotransferase)
l-isoleucine	3376	IARS	isoleucine-tRNA synthetase
l-isoleucine	36	ACADSB	acyl-Coenzyme A dehydrogenase, short/branched chain
l-isoleucine	55699		mitochondrial isoleucine tRNA synthetase
l-isoleucine	586	BCAT1	branched chain aminotransferase 1, cytosolic
l-isoleucine	587	BCAT2	branched chain aminotransferase 2, mitochondrial
lisuride	1812	DRD1	dopamine receptor D1
lisuride	1813	DRD2	dopamine receptor D2
lisuride	3350	HTR1A	5-hydroxytryptamine (serotonin) receptor 1A
lithium	1499	CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa
lithium	2932	GSK3B	glycogen synthase kinase 3 beta
lithium	3612	IMPA1	inositol(myo)-1(or 4)-monophosphatase 1
lithium	3613	IMPA2	inositol(myo)-1(or 4)-monophosphatase 2
lithium	3628	INPP1	inositol polyphosphate-1-phosphatase
l-leucine	23395	LARS2	leucyl-tRNA synthetase 2, mitochondrial
l-leucine	51451	LCMT1	leucine carboxyl methyltransferase 1
l-leucine	51520	LARS	leucyl-tRNA synthetase
l-leucine	586	BCAT1	branched chain aminotransferase 1, cytosolic
l-leucine	587	BCAT2	branched chain aminotransferase 2, mitochondrial
l-leucine	9836	LCMT2	leucine carboxyl methyltransferase 2
l-lysine	3735	KARS	lysyl-tRNA synthetase
l-lysine	6541	SLC7A1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1
l-lysine	6542	SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2
l-lysine	6545	SLC7A4	solute carrier family 7 (cationic amino acid transporter, y+ system), member 4
l-lysine	84889	SLC7A3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3
l-methionine	10988	METAP2	methionyl aminopeptidase 2
l-methionine	22921	MSRB2	methionine sulfoxide reductase B2
l-methionine	23743	BHMT2	betaine-homocysteine methyltransferase 2
l-methionine	27430	MAT2B	methionine adenosyltransferase II, beta
l-methionine	4141	MARS	methionine-tRNA synthetase
l-methionine	4143	MAT1A	methionine adenosyltransferase I, alpha
l-methionine	4144	MAT2A	methionine adenosyltransferase II, alpha
l-methionine	4482	MSRA	methionine sulfoxide reductase A
l-methionine	4548	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase
l-methionine	4552	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
l-methionine	51734	SEPX1	selenoprotein X, 1
l-methionine	635	BHMT	betaine-homocysteine methyltransferase
l-methionine	92935	MARS2	methionine-tRNA synthetase 2 (mitochondrial)
l-myo-inositol-1-phosphate	3612	IMPA1	inositol(myo)-1(or 4)-monophosphatase 1
lofexidine	150	ADRA2A	adrenergic, alpha-2A-, receptor
lofexidine	151	ADRA2B	adrenergic, alpha-2B-, receptor
lofexidine	152	ADRA2C	adrenergic, alpha-2C-, receptor
lomefloxacin	7153	TOP2A	topoisomerase (DNA) II alpha 170kDa
loperamide	2903	GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A
loperamide	2904	GRIN2B	glutamate receptor, ionotropic, N-methyl D-aspartate 2B
loperamide	2905	GRIN2C	glutamate receptor, ionotropic, N-methyl D-aspartate 2C
loperamide	2906	GRIN2D	glutamate receptor, ionotropic, N-methyl D-aspartate 2D
loperamide	4985	OPRD1	opioid receptor, delta 1
loperamide	4988	OPRM1	opioid receptor, mu 1
loperamide	5443	POMC	proopiomelanocortin (adrenocorticotropin/ beta-lipotropin/ alpha-melanocyte stimulating hormone/ beta-melanocyte stimulating hormone/ beta-endorphin)
loperamide	773	CACNA1A	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit
loperamide	808	CALM3	calmodulin 3 (phosphorylase kinase, delta)
loratadine	3269	HRH1	histamine receptor H1
lorazepam	2554	GABRA1	gamma-aminobutyric acid (GABA) A receptor, alpha 1
lorazepam	2555	GABRA2	gamma-aminobutyric acid (GABA) A receptor, alpha 2
lorazepam	2556	GABRA3	gamma-aminobutyric acid (GABA) A receptor, alpha 3
lorazepam	2557	GABRA4	gamma-aminobutyric acid (GABA) A receptor, alpha 4
lorazepam	2558	GABRA5	gamma-aminobutyric acid (GABA) A receptor, alpha 5
lorazepam	2559	GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6
lorazepam	2560	GABRB1	gamma-aminobutyric acid (GABA) A receptor, beta 1
lorazepam	2561	GABRB2	gamma-aminobutyric acid (GABA) A receptor, beta 2
lorazepam	2562	GABRB3	gamma-aminobutyric acid (GABA) A receptor, beta 3
lorazepam	706	BZRP	benzodiazapine receptor (peripheral)
l-ornithine	10166	SLC25A15	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15
l-ornithine	2628	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase)
l-ornithine	384	ARG2	arginase, type II
l-ornithine	4942	OAT	ornithine aminotransferase (gyrate atrophy)
l-ornithine	4946	OAZ1	ornithine decarboxylase antizyme 1
l-ornithine	4947	OAZ2	ornithine decarboxylase antizyme 2
l-ornithine	5009	OTC	ornithine carbamoyltransferase
l-ornithine	51686	OAZ3	ornithine decarboxylase antizyme 3
l-ornithine	64129	LCN7	lipocalin 7
l-ornithine	6541	SLC7A1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1
l-ornithine	6542	SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2
l-ornithine	6545	SLC7A4	solute carrier family 7 (cationic amino acid transporter, y+ system), member 4
l-ornithine	83884	SLC25A2	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 2
l-ornithine	84889	SLC7A3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3
losartan	185	AGTR1	angiotensin II receptor, type 1
loteprednol etabonate	2908	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
loteprednol etabonate	301	ANXA1	annexin A1
lovastatin	3156	HMGCR	3-hydroxy-3-methylglutaryl-Coenzyme A reductase
loxapine	1812	DRD1	dopamine receptor D1
loxapine	1813	DRD2	dopamine receptor D2
lpc-ether	2760	GM2A	GM2 ganglioside activator
l-phenylalanine	10056	FARSLB	phenylalanine-tRNA synthetase-like, beta subunit
l-phenylalanine	10667	FARS2	phenylalanine-tRNA synthetase 2 (mitochondrial)
l-phenylalanine	2193	FARSLA	phenylalanine-tRNA synthetase-like, alpha subunit
l-phenylalanine	23428	SLC7A8	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8
l-phenylalanine	5053	PAH	phenylalanine hydroxylase
l-phenylalanine	6898	TAT	tyrosine aminotransferase
l-phenylalanine	7054	TH	tyrosine hydroxylase
l-proline	10105	PPIF	peptidylprolyl isomerase F (cyclophilin F)
l-proline	10465	PPIH	peptidyl prolyl isomerase H (cyclophilin H)
l-proline	10536	LEPREL2	leprecan-like 2
l-proline	11212	PROSC	proline synthetase co-transcribed homolog (bacterial)
l-proline	11254	SLC6A14	solute carrier family 6 (amino acid transporter), member 14
l-proline	112849	C14orf149	chromosome 14 open reading frame 149
l-proline	2058	EPRS	glutamyl-prolyl-tRNA synthetase
l-proline	25973		similar to tRNA synthetase class II
l-proline	29920	PYCR2	pyrroline-5-carboxylate reductase family, member 2
l-proline	5033	P4HA1	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide I
l-proline	5478	PPIA	peptidylprolyl isomerase A (cyclophilin A)
l-proline	5479	PPIB	peptidylprolyl isomerase B (cyclophilin B)
l-proline	5480	PPIC	peptidylprolyl isomerase C (cyclophilin C)
l-proline	55214	LEPREL1	leprecan-like 1
l-proline	5625	PRODH	proline dehydrogenase (oxidase) 1
l-proline	5831	PYCR1	pyrroline-5-carboxylate reductase 1
l-proline	64175	LEPRE1	leucine proline-enriched proteoglycan (leprecan) 1
l-proline	65263	PYCRL	pyrroline-5-carboxylate reductase-like
l-proline	65263	PYCRL	pyrroline-5-carboxylate reductase-like
l-proline	6534	SLC6A7	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7
l-proline	8974	P4HA2	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide II
l-proline	9360	PPIG	peptidyl-prolyl isomerase G (cyclophilin G)
l-serine	10558	SPTLC1	serine palmitoyltransferase, long chain base subunit 1
l-serine	189	AGXT	alanine-glyoxylate aminotransferase (oxalosis I; hyperoxaluria I; glycolicaciduria; serine-pyruvate aminotransferase)
l-serine	51119	SBDS	Shwachman-Bodian-Diamond syndrome
l-serine	6301	SARS	seryl-tRNA synthetase
l-serine	63826	SRR	serine racemase
l-serine	875	CBS	cystathionine-beta-synthase
l-serine	9517	SPTLC2	serine palmitoyltransferase, long chain base subunit 2
l-threonine	6897	TARS	threonyl-tRNA synthetase
l-threonine	79896	THNSL1	threonine synthase-like 1 (bacterial)
l-threonine	80222	TARSL1	threonyl-tRNA synthetase-like 1
l-tryptophan	10352	WARS2	tryptophanyl tRNA synthetase 2 (mitochondrial)
l-tryptophan	121278	TPH2	tryptophan hydroxylase 2
l-tryptophan	1644	DDC	dopa decarboxylase (aromatic L-amino acid decarboxylase)
l-tryptophan	7166	TPH1	tryptophan hydroxylase 1 (tryptophan 5-monooxygenase)
l-tryptophan	7453	WARS	tryptophanyl-tRNA synthetase
l-tyrosine	51067		CGI-04 protein
l-tyrosine	6898	TAT	tyrosine aminotransferase
l-tyrosine	7054	TH	tyrosine hydroxylase
l-tyrosine	8565	YARS	tyrosyl-tRNA synthetase
lubiprostone	1181	CLCN2	chloride channel 2
lucanthone	328	APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1
lucanthone	7150	TOP1	topoisomerase (DNA) I
lucanthone	7153	TOP2A	topoisomerase (DNA) II alpha 170kDa
lumiracoxib	5742	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
lumiracoxib	5743	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
lutropin alfa	3973	LHCGR	luteinizing hormone/choriogonadotropin receptor
l-valine	5096	PCCB	propionyl Coenzyme A carboxylase, beta polypeptide
l-valine	586	BCAT1	branched chain aminotransferase 1, cytosolic
l-valine	7407	VARS2	valyl-tRNA synthetase 2
ly249543	4522	MTHFD1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase
ly374571	4522	MTHFD1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase
lysine nz-carboxylic acid	1017	CDK2	cyclin-dependent kinase 2
magnesium	476	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide
magnesium sulfate	775	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit
magnesium sulfate	779	CACNA1S	calcium channel, voltage-dependent, L type, alpha 1S subunit
magnesium sulfate	781	CACNA2D1	calcium channel, voltage-dependent, alpha 2/delta subunit 1
magnesium sulfate	782	CACNB1	calcium channel, voltage-dependent, beta 1 subunit
magnesium sulfate	783	CACNB2	calcium channel, voltage-dependent, beta 2 subunit
magnesium sulfate	786	CACNG1	calcium channel, voltage-dependent, gamma subunit 1
malate ion	9620	CELSR1	cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)
malonic acid	6626	SNRPA	small nuclear ribonucleoprotein polypeptide A
maltosyl-alpha (1,4)-d-gluconhydroximo-1,5-lactam	279	AMY2A	amylase, alpha 2A; pancreatic
maprotiline	148	ADRA1A	adrenergic, alpha-1A-, receptor
maprotiline	3269	HRH1	histamine receptor H1
maprotiline	4129	MAOB	monoamine oxidase B
maprotiline	6530	SLC6A2	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2
maraviroc	1234	CCR5	chemokine (C-C motif) receptor 5
marimastat	4313	MMP2	matrix metalloproteinase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)
marimastat	4314	MMP3	matrix metalloproteinase 3 (stromelysin 1, progelatinase)
marimastat	4318	MMP9	matrix metalloproteinase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)
marinol	56144	PCDHA4	protocadherin alpha 4
masoprocol	240	ALOX5	arachidonate 5-lipoxygenase
masoprocol	246	ALOX15	arachidonate 15-lipoxygenase
mazindol	6530	SLC6A2	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2
mazindol	6531	SLC6A3	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3
mecamylamine	1135	CHRNA2	cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)
mecasermin	3480	IGF1R	insulin-like growth factor 1 receptor
mecasermin	3486	IGFBP3	insulin-like growth factor binding protein 3
meclizine	3269	HRH1	histamine receptor H1
meclofenamic acid	240	ALOX5	arachidonate 5-lipoxygenase
meclofenamic acid	5742	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
meclofenamic acid	5743	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
medroxyprogesterone	2099	ESR1	estrogen receptor 1
medroxyprogesterone	5241	PGR	progesterone receptor
medrysone	5321	PLA2G4A	phospholipase A2, group IVA (cytosolic, calcium-dependent)
medrysone	866	SERPINA6	serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6
mefenamic acid	5742	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
mefenamic acid	5743	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
mefloquine	3040	HBA2	hemoglobin, alpha 2
megestrol	2099	ESR1	estrogen receptor 1
megestrol	5241	PGR	progesterone receptor
melatonin	2099	ESR1	estrogen receptor 1
melatonin	4543	MTNR1A	melatonin receptor 1A
melatonin	54205	CYCS	cytochrome c, somatic
melatonin	596	BCL2	B-cell CLL/lymphoma 2
melatonin	6622	SNCA	synuclein, alpha (non A4 component of amyloid precursor)
melatonin	836	CASP3	caspase 3, apoptosis-related cysteine protease
meloxicam	5743	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
memantine	116443	GRIN3A	glutamate receptor, ionotropic, N-methyl-D-aspartate 3A
memantine	2903	GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A
memantine	2904	GRIN2B	glutamate receptor, ionotropic, N-methyl D-aspartate 2B
menadione	154807	VKORC1L1	vitamin K epoxide reductase complex, subunit 1-like 1
menadione	1728	NQO1	NAD(P)H dehydrogenase, quinone 1
menadione	2147	F2	coagulation factor II (thrombin)
menadione	2155	F7	coagulation factor VII (serum prothrombin conversion accelerator)
menadione	2158	F9	coagulation factor IX (plasma thromboplastic component, Christmas disease, hemophilia B)
menadione	2159	F10	coagulation factor X
menadione	2677	GGCX	gamma-glutamyl carboxylase
menadione	4835	NQO2	NAD(P)H dehydrogenase, quinone 2
menadione	5624	PROC	protein C (inactivator of coagulation factors Va and VIIIa)
menadione	5627	PROS1	protein S (alpha)
menadione	79001	VKORC1	vitamin K epoxide reductase complex, subunit 1
menadione	8858	PROZ	protein Z, vitamin K-dependent plasma glycoprotein
menotropins	2492	FSHR	follicle stimulating hormone receptor
menotropins	3973	LHCGR	luteinizing hormone/choriogonadotropin receptor
menthol	162514	TRPV3	transient receptor potential cation channel, subfamily V, member 3
menthol	79054	TRPM8	transient receptor potential cation channel, subfamily M, member 8
menthol	8989	TRPA1	transient receptor potential cation channel, subfamily A, member 1
meperidine	116443	GRIN3A	glutamate receptor, ionotropic, N-methyl-D-aspartate 3A
meperidine	4986	OPRK1	opioid receptor, kappa 1
mephentermine	148	ADRA1A	adrenergic, alpha-1A-, receptor
mephenytoin	213	ALB	albumin
mephenytoin	6331	SCN5A	sodium channel, voltage-gated, type V, alpha (long QT syndrome 3)
mepivacaine	6336	SCN10A	sodium channel, voltage-gated, type X, alpha
meprobamate	2554	GABRA1	gamma-aminobutyric acid (GABA) A receptor, alpha 1
meprobamate	2555	GABRA2	gamma-aminobutyric acid (GABA) A receptor, alpha 2
meprobamate	2556	GABRA3	gamma-aminobutyric acid (GABA) A receptor, alpha 3
meprobamate	2557	GABRA4	gamma-aminobutyric acid (GABA) A receptor, alpha 4
meprobamate	2558	GABRA5	gamma-aminobutyric acid (GABA) A receptor, alpha 5
meprobamate	2559	GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6
mequitazine	3269	HRH1	histamine receptor H1
mercaptopurine	158	ADSL	adenylosuccinate lyase
mercaptopurine	270	AMPD1	adenosine monophosphate deaminase 1 (isoform M)
mercaptopurine	271	AMPD2	adenosine monophosphate deaminase 2 (isoform L)
mercaptopurine	272	AMPD3	adenosine monophosphate deaminase (isoform E)
mercaptopurine	2766	GMPR	guanosine monophosphate reductase
mercaptopurine	3251	HPRT1	hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome)
mercaptopurine	3614	IMPDH1	IMP (inosine monophosphate) dehydrogenase 1
mercaptopurine	3615	IMPDH2	IMP (inosine monophosphate) dehydrogenase 2
mercaptopurine	51292	GMPR2	guanosine monophosphate reductase 2
mercaptopurine	80347	COASY	Coenzyme A synthase
mercaptopurine	8833	GMPS	guanine monphosphate synthetase
mercuribenzoic acid	760	CA2	carbonic anhydrase II
mercury diiodide	6822	SULT2A1	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1
mesalazine	5742	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
mesalazine	5743	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
mesobiliverdin iv alpha	645	BLVRB	biliverdin reductase B (flavin reductase (NADPH))
mesoridazine	1813	DRD2	dopamine receptor D2
mesoridazine	3356	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A
mestranol	2099	ESR1	estrogen receptor 1
meta-nitro-tyrosine	2936	GSR	glutathione reductase
metaraminol	148	ADRA1A	adrenergic, alpha-1A-, receptor
metformin	5564	PRKAB1	protein kinase, AMP-activated, beta 1 non-catalytic subunit
methacrylyl-coenzyme a	27034	ACAD8	acyl-Coenzyme A dehydrogenase family, member 8
methadone	116443	GRIN3A	glutamate receptor, ionotropic, N-methyl-D-aspartate 3A
methadone	4988	OPRM1	opioid receptor, mu 1
methadone	57053	CHRNA10	cholinergic receptor, nicotinic, alpha polypeptide 10
methadyl acetate	4988	OPRM1	opioid receptor, mu 1
methamphetamine	147	ADRA1B	adrenergic, alpha-1B-, receptor
methamphetamine	148	ADRA1A	adrenergic, alpha-1A-, receptor
methantheline	1128	CHRM1	cholinergic receptor, muscarinic 1
metharbital	2554	GABRA1	gamma-aminobutyric acid (GABA) A receptor, alpha 1
methazolamide	759	CA1	carbonic anhydrase I
methdilazine	3269	HRH1	histamine receptor H1
methimazole	7173	TPO	thyroid peroxidase
methohexital	2554	GABRA1	gamma-aminobutyric acid (GABA) A receptor, alpha 1
methotrexate	213	ALB	albumin
methotrexate	573971	NoName	NoDesc
methotrimeprazine	1128	CHRM1	cholinergic receptor, muscarinic 1
methotrimeprazine	1129	CHRM2	cholinergic receptor, muscarinic 2
methotrimeprazine	1131	CHRM3	cholinergic receptor, muscarinic 3
methotrimeprazine	1132	CHRM4	cholinergic receptor, muscarinic 4
methotrimeprazine	1133	CHRM5	cholinergic receptor, muscarinic 5
methotrimeprazine	146	ADRA1D	adrenergic, alpha-1D-, receptor
methotrimeprazine	147	ADRA1B	adrenergic, alpha-1B-, receptor
methotrimeprazine	148	ADRA1A	adrenergic, alpha-1A-, receptor
